DOID:0001816, 1, angiosarcoma, Term, DOID:1115
DOID:11018, 1, postsurgical testicular hypofunction, Term, 
DOID:11018, 1, Post-surgical testicular hypofunction (disorder),  EXACT [SNOMEDCT_2005_07_31:190553000], 
DOID:11018, 1, Postablative testicular hypofunction,  EXACT [ICD9CM_2006:257.1], 
DOID:11018, 1, Postablative testicular hypofunction (disorder),  EXACT [SNOMEDCT_2005_07_31:190552005], 
DOID:11018, 1, Postablative testicular hypofunction NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:190556008], 
DOID:11018, 1, Postsurgical testicular hypofunction (disorder) [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:60237007], 
DOID:11019, 1, testicular dysfunction, Term, 
DOID:11020, 1, chronic glomerulonephritis with lesion of proliferative glomerulonephritis, Term, 
DOID:11020, 1, chronic glomerulonephritis with lesion of proliferative glomerulonephritis,  EXACT [ICD9CM_2006:582.0], 
DOID:11027, 1, chronic glomerulonephritis with lesion of membranous glomerulonephritis, Term, 
DOID:11027, 1, chronic Glomerulonephritis with Lesion of Membranous Glomerulonephritis,  EXACT [NCI2004_11_17:C34475], 
DOID:11028, 1, pseudopterygium, Term, DOID:10124
DOID:11029, 1, pinguecula, Term, DOID:10139
DOID:11029, 1, Pinguecula (disorder),  EXACT [SNOMEDCT_2005_07_31:87614000], DOID:10139
DOID:1103, 1, malignant esophageal neoplasm by topographic region, Term, 
DOID:11030, 1, corneal edema, Term, DOID:10124
DOID:11030, 1, cornea edema,  EXACT [CSP2005:1114-8704], DOID:10124
DOID:11030, 1, CORNEAL EDEMA,  EXACT [MTH:NOCODE], DOID:10124
DOID:11030, 1, Corneal edema (disorder),  EXACT [SNOMEDCT_2005_07_31:27194006], DOID:10124
DOID:11030, 1, Corneal edema NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:193817005], DOID:10124
DOID:11030, 1, Corneal edema, unspecified,  EXACT [ICD9CM_2006:371.20], DOID:10124
DOID:11030, 1, Corneal oedema,  EXACT [SNOMEDCT_2005_07_31:155158008], DOID:10124
DOID:11030, 1, Corneal oedema [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:193811006], DOID:10124
DOID:11030, 1, Unspecified corneal edema (disorder),  EXACT [SNOMEDCT_2005_07_31:193812004], DOID:10124
DOID:11031, 1, bullous keratopathy, Term, DOID:11030
DOID:11031, 1, Bullous Keratopathy,  EXACT [NCI2004_11_17:C26970], DOID:11030
DOID:11031, 1, Bullous keratopathy (disorder),  EXACT [SNOMEDCT_2005_07_31:57207003], DOID:11030
DOID:11032, 1, secondary corneal edema, Term, DOID:11030
DOID:11032, 1, secondary corneal edema (disorder),  EXACT [SNOMEDCT_2005_07_31:27536004], DOID:11030
DOID:11032, 1, secondary corneal edema [dup] (disorder),  EXACT [SNOMEDCT_2005_07_31:193814003], DOID:11030
DOID:11033, 1, idiopathic corneal edema, Term, DOID:11030
DOID:11033, 1, Idiopathic corneal edema (disorder),  EXACT [SNOMEDCT_2005_07_31:1794009], DOID:11030
DOID:11033, 1, Idiopathic corneal edema [dup] (disorder),  EXACT [SNOMEDCT_2005_07_31:193813009], DOID:11030
DOID:11034, 1, contact lens corneal edema, Term, DOID:11030
DOID:11034, 1, Corneal edema due to wearing of contact lenses,  EXACT [ICD9CM_2006:371.24], DOID:11030
DOID:11036, 1, chronic rapidly progressive glomerulonephritis, Term, DOID:2921
DOID:11036, 1, chronic glomerulonephritis with lesion of rapidly progressive glomerulonephritis,  EXACT [ICD9CM_2006:582.4], DOID:2921
DOID:11036, 1, chronic rapidly progressive glomerulonephritis (disorder),  EXACT [SNOMEDCT_2005_07_31:197614002], DOID:2921
DOID:11037, 1, dissociative amnesia, Term, DOID:10935
DOID:11037, 1, psychogenic amnesia,  EXACT [CSP2005:2483-7018], DOID:10935
DOID:11038, 1, depersonalization disorder, Term, DOID:10935
DOID:11038, 1, Neurotic derealization,  EXACT [MTHICD9_2006:300.6], DOID:10935
DOID:11042, 1, Felty's syndrome, Term, DOID:225
DOID:11042, 1, Felty syndrome,  EXACT [], DOID:225
DOID:11042, 1, Rheumatoid arthritis with splenoadenomegaly and leukopenia,  EXACT [MTHICD9_2006:714.1], DOID:225
DOID:11044, 1, gastroschisis, Term, DOID:0080015
DOID:11044, 1, Gastroschisis (disorder),  EXACT [SNOMEDCT_2005_07_31:72951007], DOID:0080015
DOID:11049, 1, meconium aspiration syndrome, Term, DOID:850
DOID:11049, 1, meconium aspiration,  EXACT [], DOID:850
DOID:11049, 1, Neonatal aspiration of meconium (disorder),  EXACT [SNOMEDCT_2005_07_31:278927005], DOID:850
DOID:1105, 1, esophageal metastasis, Term, 
DOID:1105, 1, metastatic tumor to the esophagus,  EXACT [NCI2004_11_17:C7479], 
DOID:11054, 1, urinary bladder cancer, Term, DOID:3996
DOID:11054, 1, bladder cancer,  EXACT [], DOID:3996
DOID:11054, 1, tumor of the bladder,  EXACT [NCI2004_11_17:C2901], DOID:3996
DOID:11055, 1, pasteurellosis, Term, DOID:0050338
DOID:11055, 1, Pasteurella infection,  EXACT [SNOMEDCT_2005_07_31:276199008], DOID:0050338
DOID:11055, 1, Pasteurella infectious disease,  EXACT [], DOID:0050338
DOID:11056, 1, Pasteurella hemorrhagic septicemia, Term, 
DOID:11056, 1, hemorrhagic septicemia,  EXACT [], 
DOID:1106, 1, esophagus lymphoma, Term, DOID:5041
DOID:1106, 1, Lymphoma of esophagus,  EXACT [NCI2004_11_17:C5687], DOID:5041
DOID:11060, 1, placenta praevia, Term, DOID:780
DOID:1107, 1, esophageal carcinoma, Term, DOID:5041
DOID:1107, 1, cancer of esophagus,  EXACT [NCI2004_11_17:C3513], DOID:5041
DOID:1107, 1, cancer of oesophagus,  EXACT [SNOMEDCT_2005_07_31:93785002], DOID:5041
DOID:1107, 1, carcinoma OF ESOPHAGUS,  EXACT [MTH:NOCODE], DOID:5041
DOID:1107, 1, carcinoma of esophagus (disorder),  EXACT [SNOMEDCT_2005_07_31:372138000], DOID:5041
DOID:1107, 1, carcinoma of esophagus (disorder),  EXACT [SNOMEDCT_2005_07_31:255079005], DOID:5041
DOID:1107, 1, carcinoma of oesophagus,  EXACT [SNOMEDCT_2005_07_31:154441003], DOID:5041
DOID:11074, 1, cyst of thyroid, Term, 
DOID:11074, 1, Cyst of the Thyroid gland,  EXACT [NCI2004_11_17:C3667], 
DOID:11074, 1, Cyst of thyroid,  EXACT [ICD9CM_2006:246.2], 
DOID:11074, 1, Cyst of thyroid (disorder),  EXACT [SNOMEDCT_2005_07_31:72325004], 
DOID:11074, 1, Thyroid cyst,  EXACT [SNOMEDCT_2005_07_31:154669004], 
DOID:11076, 1, Brucella suis brucellosis, Term, DOID:11077
DOID:11077, 1, brucellosis, Term, DOID:0050338
DOID:11077, 1, Bang's disease,  RELATED [], DOID:0050338
DOID:11077, 1, Gibraltar fever,  RELATED [], DOID:0050338
DOID:11077, 1, Malta fever,  RELATED [], DOID:0050338
DOID:11077, 1, Maltese fever,  EXACT [], DOID:0050338
DOID:11077, 1, Mediterranean fever,  RELATED [], DOID:0050338
DOID:11077, 1, undulant fever,  EXACT [], DOID:0050338
DOID:11079, 1, leech infestation, Term, DOID:4110
DOID:11079, 1, Hirudiniasis,  EXACT [ICD9CM_2006:134.2], DOID:4110
DOID:11079, 1, Leech infestation (disorder),  EXACT [SNOMEDCT_2005_07_31:64351000], DOID:4110
DOID:11079, 1, Leeches,  EXACT [MTHICD9_2006:134.2], DOID:4110
DOID:1108, 1, esophagus melanoma, Term, DOID:5041
DOID:1108, 1, melanoma of esophagus,  EXACT [NCI2004_11_17:C5707], DOID:5041
DOID:11080, 1, myiasis, Term, DOID:4110
DOID:11080, 1, Infestation by fly larvae (disorder),  EXACT [SNOMEDCT_2005_07_31:60412004], DOID:4110
DOID:11080, 1, Infestation by maggots,  EXACT [MTHICD9_2006:134.0], DOID:4110
DOID:11080, 1, Maggot infestation,  EXACT [SNOMEDCT_2005_07_31:266225001], DOID:4110
DOID:11080, 1, Myiasis, unspecified,  EXACT [SNOMEDCT_2005_07_31:187224004], DOID:4110
DOID:11080, 1, Myiasis, unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:187547004], DOID:4110
DOID:11086, 1, chorioretinal scar, Term, DOID:5679
DOID:11088, 1, asphyxia neonatorum, Term, DOID:1579
DOID:11088, 1, Asphyxia - birth,  EXACT [SNOMEDCT_2005_07_31:157098009], DOID:1579
DOID:11088, 1, Asphyxia - birth,  EXACT [SNOMEDCT_2005_07_31:268873007], DOID:1579
DOID:11088, 1, Asphyxia NOS in liveborn infant,  EXACT [MTHICD9_2006:768.9], DOID:1579
DOID:11088, 1, Asphyxia, in liveborn infant (disorder),  EXACT [SNOMEDCT_2005_07_31:28314004], DOID:1579
DOID:11088, 1, Birth asphyxia (disorder),  EXACT [SNOMEDCT_2005_07_31:413654009], DOID:1579
DOID:11088, 1, Liveborn with birth asphyxia NOS,  EXACT [SNOMEDCT_2005_07_31:206278008], DOID:1579
DOID:11088, 1, Liveborn with birth asphyxia NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:268831004], DOID:1579
DOID:11088, 1, postnatal asphyxia,  EXACT [CSP2005:0726-3340], DOID:1579
DOID:11088, 1, Unspecified severity of birth asphyxia in liveborn infant,  EXACT [ICD9CM_2006:768.9], DOID:1579
DOID:1109, 1, extracutaneous melanoma, Term, 
DOID:11091, 1, perinatal respiratory disorder, Term, 
DOID:11091, 1, Perinatal respiratory problems NOS,  EXACT [SNOMEDCT_2005_07_31:157115005], 
DOID:11091, 1, Perinatal respiratory problems NOS,  EXACT [SNOMEDCT_2005_07_31:157108002], 
DOID:11091, 1, Perinatal respiratory problems NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:206327004], 
DOID:11091, 1, respiratory condition of fetus OR newborn (disorder),  EXACT [SNOMEDCT_2005_07_31:17849001], 
DOID:11091, 1, Unspecified respiratory condition of fetus and newborn,  EXACT [ICD9CM_2006:770.9], 
DOID:11092, 1, Salmonella gastroenteritis, Term, 
DOID:11092, 1, Enteric paratyphosis,  EXACT [SNOMEDCT_2005_07_31:170879007], 
DOID:11092, 1, Salmonella food poisoning,  EXACT [], 
DOID:11092, 1, Salmonella food poisoning (disorder),  EXACT [SNOMEDCT_2005_07_31:302229004], 
DOID:11092, 1, Salmonella gastroenteritis,  EXACT [SNOMEDCT_2005_07_31:154271008], 
DOID:11092, 1, Salmonella gastroenteritis,  EXACT [ICD9CM_2006:003.0], 
DOID:11092, 1, Salmonella gastroenteritis (disorder),  EXACT [SNOMEDCT_2005_07_31:42338000], 
DOID:11092, 1, Salmonella gastroenteritis [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:266072007], 
DOID:11092, 1, Salmonellosis,  EXACT [MTHICD9_2006:003.0], 
DOID:11092, 1, Salmonellosis (& [gastroenteritis] or [food poisoning]),  EXACT [SNOMEDCT_2005_07_31:186094005], 
DOID:11093, 1, bacterial gastroenteritis, Term, 
DOID:11093, 1, bacterial diarrhea,  EXACT [], 
DOID:11093, 1, Bacterial gastroenteritis (disorder),  EXACT [SNOMEDCT_2005_07_31:274080003], 
DOID:11093, 1, Gastroenteritis - bact.,  EXACT [SNOMEDCT_2005_07_31:154268000], 
DOID:11093, 1, Gastroenteritis - bact.,  EXACT [SNOMEDCT_2005_07_31:266173000], 
DOID:11096, 1, renal syphilis, Term, 
DOID:11096, 1, Syphilis of kidney,  EXACT [ICD9CM_2006:095.4], 
DOID:11096, 1, Syphilis of kidney (disorder),  EXACT [SNOMEDCT_2005_07_31:59530001], 
DOID:11097, 1, pulmonary syphilis, Term, 
DOID:11097, 1, Syphilis of lung (disorder),  EXACT [SNOMEDCT_2005_07_31:8555001], 
DOID:11099, 1, primary Rickettsiaceae infectious disease, Term, 
DOID:1110, 1, gastrointestinal melanoma, Term, 
DOID:11100, 1, Q fever, Term, DOID:0050338
DOID:11100, 1, Infection due to Coxiella burnetii (disorder),  EXACT [SNOMEDCT_2005_07_31:260588007], DOID:0050338
DOID:11101, 1, trench fever, Term, DOID:11102
DOID:11101, 1, His-Werner disease,  EXACT [], DOID:11102
DOID:11101, 1, Quintan fever,  EXACT [], DOID:11102
DOID:11101, 1, shin bone fever,  EXACT [], DOID:11102
DOID:11101, 1, tibialgic fever,  EXACT [], DOID:11102
DOID:11101, 1, Trench fever,  EXACT [ICD9CM_2006:083.1], DOID:11102
DOID:11101, 1, Trench fever (disorder),  EXACT [SNOMEDCT_2005_07_31:82214002], DOID:11102
DOID:11101, 1, Wolhynian fever,  EXACT [MTHICD9_2006:083.1], DOID:11102
DOID:11102, 1, bartonellosis, Term, DOID:0050338
DOID:11102, 1, Bartonella infectious disease,  EXACT [], DOID:0050338
DOID:11102, 1, bartonelliasis,  EXACT [CSP2005:2623-6984], DOID:0050338
DOID:11102, 1, Rochalimaea infection (disorder),  EXACT [SNOMEDCT_2005_07_31:240623002], DOID:0050338
DOID:11103, 1, rickettsialpox, Term, DOID:11104
DOID:11103, 1, Rickettsia akari spotted fever,  EXACT [], DOID:11104
DOID:11103, 1, Vesicular rickettsiosis,  EXACT [MTHICD9_2006:083.2], DOID:11104
DOID:11104, 1, spotted fever, Term, DOID:0050338
DOID:11104, 1, Spotted fever group rickettsial disease (disorder),  EXACT [SNOMEDCT_2005_07_31:186771002], DOID:0050338
DOID:11105, 1, fundus albipunctatus, Term, DOID:8501
DOID:11105, 1, Pigmentary retinal dystrophy,  EXACT [ICD9CM_2006:362.74], DOID:8501
DOID:11105, 1, retinitis punctata albescens ,  EXACT [], DOID:8501
DOID:11106, 1, glaucoma associated with anterior segment anomaly, Term, 
DOID:11106, 1, Glaucoma associated with anterior segment anomaly (disorder),  EXACT [SNOMEDCT_2005_07_31:45623002], 
DOID:11106, 1, Glaucoma associated with other anterior segment anomalies,  EXACT [ICD9CM_2006:365.43], 
DOID:11107, 1, glaucoma associated with ocular disorder, Term, 
DOID:1111, 1, malignant neoplasm of cervical part of esophagus, Term, 
DOID:1111, 1, malignant neoplasm of cervical esophagus,  EXACT [ICD9CM_2006:150.0], 
DOID:1111, 1, malignant neoplasm of cervical oesophagus,  EXACT [SNOMEDCT_2005_07_31:93750002], 
DOID:1111, 1, malignant neoplasm of the cervical esophagus,  EXACT [NCI2004_11_17:C4763], 
DOID:1111, 1, malignant tumor of cervical part of esophagus (disorder),  EXACT [SNOMEDCT_2005_07_31:187722004], 
DOID:11110, 1, psychosexual dysfunction with female orgasmic disease, Term, 
DOID:11111, 1, hydronephrosis, Term, DOID:5200
DOID:11118, 1, syphilitic retrobulbar neuritis, Term, 
DOID:11118, 1, Syphilitic retrobulbar neuritis (disorder),  EXACT [SNOMEDCT_2005_07_31:36276008], 
DOID:11119, 1, Gilles de la Tourette syndrome, Term, DOID:2769
DOID:11119, 1, Guinon's disease,  EXACT [CSP2005:2042-5068], DOID:2769
DOID:11119, 1, motor-verbal tic disorder,  EXACT [MTHICD9_2006:307.23], DOID:2769
DOID:11119, 1, Psychogenic tics,  EXACT [SNOMEDCT_2005_07_31:268778009], DOID:2769
DOID:11119, 1, Tourette syndrome,  EXACT [], DOID:2769
DOID:1112, 1, neck cancer, Term, 
DOID:1112, 1, cancer of neck,  RELATED [], 
DOID:1112, 1, malignant neoplasm of neck,  EXACT [SNOMEDCT_2005_07_31:93922007], 
DOID:1112, 1, malignant neoplasm of neck NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:188358006], 
DOID:1112, 1, malignant tumor of neck (disorder),  EXACT [SNOMEDCT_2005_07_31:363489000], 
DOID:1112, 1, malignant tumor of the neck,  EXACT [NCI2004_11_17:C4940], 
DOID:1112, 1, neck cancer,  EXACT [CSP2005:2005-4325], 
DOID:11120, 1, psychologic dyspareunia, Term, DOID:10132
DOID:11120, 1, Dyspareunia, psychogenic,  EXACT [ICD9CM_2006:302.76], DOID:10132
DOID:11120, 1, Non-organic dyspareunia,  EXACT [SNOMEDCT_2005_07_31:192470002], DOID:10132
DOID:11120, 1, Psychologic dyspareunia (disorder),  EXACT [SNOMEDCT_2005_07_31:41021005], DOID:10132
DOID:11121, 1, pulpitis, Term, DOID:5330
DOID:11121, 1, pulpitis (disorder),  EXACT [SNOMEDCT_2005_07_31:32620007], DOID:5330
DOID:11121, 1, pulpitis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:196331007], DOID:5330
DOID:11123, 1, Henoch-Schoenlein purpura, Term, DOID:9809
DOID:11123, 1, Allergic purpura,  EXACT [ICD9CM_2006:287.0], DOID:9809
DOID:11123, 1, Allergic purpura,  EXACT [SNOMEDCT_2005_07_31:191305009], DOID:9809
DOID:11123, 1, Allergic purpura (disorder),  EXACT [SNOMEDCT_2005_07_31:21148002], DOID:9809
DOID:11123, 1, Allergic purpura NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:191308006], DOID:9809
DOID:11123, 1, Autoimmune purpura (disorder) [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:31912009], DOID:9809
DOID:11123, 1, Henoch-Sch?nlein purpura,  EXACT [SNOMEDCT_2005_07_31:246074004], DOID:9809
DOID:11123, 1, Henoch-Sch@nlein purpura,  EXACT [SNOMEDCT_2005_07_31:367437009], DOID:9809
DOID:11123, 1, Henoch-Scholein purpura,  EXACT [CSP2005:4006-0049], DOID:9809
DOID:11123, 1, Henoch-Schonlein Purpura,  EXACT [NCI2004_11_17:C34963], DOID:9809
DOID:11123, 1, Henoch-Schonlein purpura (disorder),  EXACT [SNOMEDCT_2005_07_31:191306005], DOID:9809
DOID:11123, 1, Purpura, autoimmune,  EXACT [MTHICD9_2006:287.0], DOID:9809
DOID:11123, 1, Purpura: [allergic] or [Henoch-Schonlein allergy],  EXACT [SNOMEDCT_2005_07_31:154823001], DOID:9809
DOID:11123, 1, Purpura: [allergic] or [Henoch-Schonlein allergy],  EXACT [SNOMEDCT_2005_07_31:267565009], DOID:9809
DOID:11125, 1, qualitative platelet defect, Term, DOID:2218
DOID:11125, 1, Qualitative platelet deficiency NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:191311007], DOID:2218
DOID:11126, 1, acquired thrombocytopenia, Term, DOID:1588
DOID:11126, 1, acquired thrombocytopenia (disorder),  EXACT [SNOMEDCT_2005_07_31:74576004], DOID:1588
DOID:11126, 1, secondary thrombocytopenia,  EXACT [SNOMEDCT_2005_07_31:154826009], DOID:1588
DOID:11126, 1, secondary thrombocytopenia,  EXACT [ICD9CM_2006:287.4], DOID:1588
DOID:11126, 1, secondary thrombocytopenia NOS,  EXACT [SNOMEDCT_2005_07_31:191325008], DOID:1588
DOID:11126, 1, secondary thrombocytopenia NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:267537007], DOID:1588
DOID:11129, 1, dislocation of ear ossicle, Term, DOID:2742
DOID:1113, 1, malignant esophageal neoplasm by anatomic region, Term, 
DOID:11130, 1, secondary hypertension, Term, DOID:10763
DOID:11132, 1, prostatic hypertrophy, Term, DOID:47
DOID:11133, 1, prostatic cyst, Term, DOID:11132
DOID:11133, 1, Cyst of prostate,  EXACT [ICD9CM_2006:600.3], DOID:11132
DOID:11133, 1, Prostatic cyst (disorder),  EXACT [SNOMEDCT_2005_07_31:409658007], DOID:11132
DOID:11134, 1, prolapse of lacrimal gland, Term, DOID:1400
DOID:11134, 1, Dislocation of lacrimal gland,  EXACT [ICD9CM_2006:375.16], DOID:1400
DOID:11134, 1, Dislocation of lacrimal gland (disorder),  EXACT [SNOMEDCT_2005_07_31:84777002], DOID:1400
DOID:1114, 1, esophagus sarcoma, Term, DOID:5041
DOID:1114, 1, esophageal sarcoma,  RELATED [], DOID:5041
DOID:11144, 1, anthrax septicemia, Term, 
DOID:11144, 1, Anthrax septicemia (disorder),  EXACT [SNOMEDCT_2005_07_31:14972006], 
DOID:11145, 1, Pars plana primary cyst, Term, 
DOID:11145, 1, primary cyst of pars plana,  EXACT [ICD9CM_2006:364.63], 
DOID:11145, 1, primary cyst of pars plana (disorder),  EXACT [SNOMEDCT_2005_07_31:47269005], 
DOID:11147, 1, vascular lesions of cord complicating labor and delivery, Term, 
DOID:11147, 1, antepartum vascular lesions of cord complicating labor and delivery,  EXACT [], 
DOID:11147, 1, vascular lesions of cord complicating labor and delivery, delivered,  EXACT [], 
DOID:11148, 1, hypersecretion glaucoma, Term, DOID:1686
DOID:11148, 1, hypersecretion glaucoma (disorder),  EXACT [SNOMEDCT_2005_07_31:29369005], DOID:1686
DOID:11149, 1, aqueous misdirection, Term, DOID:1686
DOID:1115, 1, sarcoma, Term, DOID:0050687
DOID:1115, 1, connective and soft tissue neoplasm,  EXACT [], DOID:0050687
DOID:1115, 1, tumor of soft tissue and skeleton,  EXACT [NCI2004_11_17:C3810], DOID:0050687
DOID:11150, 1, glaucoma due to raised episcleral venous pressure, Term, 
DOID:11150, 1, Glaucoma with increased episcleral venous pressure,  EXACT [ICD9CM_2006:365.82], 
DOID:11150, 1, Glaucoma with increased episcleral venous pressure (disorder),  EXACT [SNOMEDCT_2005_07_31:34623005], 
DOID:11151, 1, cholecystolithiasis, Term, DOID:0060262
DOID:11153, 1, miliaria rubra, Term, DOID:1382
DOID:11153, 1, Miliaria crystallina (disorder),  EXACT [SNOMEDCT_2005_07_31:44279002], DOID:1382
DOID:11153, 1, Miliaria rubra,  EXACT [SNOMEDCT_2005_07_31:201194007], DOID:1382
DOID:11153, 1, Miliaria rubra,  EXACT [SNOMEDCT_2005_07_31:267813002], DOID:1382
DOID:11153, 1, Miliaria rubra,  EXACT [SNOMEDCT_2005_07_31:156415007], DOID:1382
DOID:11153, 1, Prickly heat,  EXACT [ICD9CM_2006:705.1], DOID:1382
DOID:11153, 1, Prickly heat (disorder),  EXACT [SNOMEDCT_2005_07_31:72658003], DOID:1382
DOID:11153, 1, Prickly heat - miliaria,  EXACT [SNOMEDCT_2005_07_31:201190003], DOID:1382
DOID:11153, 1, Prickly heat NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:201197000], DOID:1382
DOID:11153, 1, Sudamina,  EXACT [MTHICD9_2006:705.1], DOID:1382
DOID:11155, 1, hypohidrosis, Term, DOID:1383
DOID:11155, 1, Hypohidrosis (disorder),  EXACT [SNOMEDCT_2005_07_31:45004005], DOID:1383
DOID:11155, 1, Oligohidrosis,  EXACT [MTHICD9_2006:705.0], DOID:1383
DOID:11155, 1, Oligohidrosis,  EXACT [SNOMEDCT_2005_07_31:201189007], DOID:1383
DOID:11156, 1, anhidrosis, Term, DOID:1383
DOID:11156, 1, absence of sweating (finding),  EXACT [SNOMEDCT_2005_07_31:14662005], DOID:1383
DOID:11156, 1, Adiaphoresis,  EXACT [NCI2004_11_17:C34385], DOID:1383
DOID:11156, 1, Anhidrosis (disorder),  EXACT [SNOMEDCT_2005_07_31:39659002], DOID:1383
DOID:11158, 1, disorder of optic chiasm associated with non-pituitary neoplasm, Term, 
DOID:11158, 1, disorder of optic chiasm associated with non-pituitary neoplasm (disorder),  EXACT [SNOMEDCT_2005_07_31:64246009], 
DOID:11158, 1, disorder of optic chiasm associated with other neoplasm,  EXACT [ICD9CM_2006:377.52], 
DOID:1116, 1, pertussis, Term, DOID:0050339
